year,sex,name,n,prop
1971,F,abc,1441,0.000822321
1971,F,Ashley,1164,0.000664249
1972,F,Patricia,9602,0.00595464
1972,F,Deborah,6279,0.003893896
1972,F,Jessica,6208,0.003849865
1972,F,Linda,5746,0.003563358
1972,F,Amanda,4181,0.00259283
1972,F,Betty,1366,0.000847119
1972,F,Dorothy,1277,0.000791926
1972,F,abc,1245,0.000772082
1972,F,Ashley,1176,0.000729291
1973,F,Patricia,8477,0.005454916
1973,F,Jessica,7226,0.004649903
1973,F,Amanda,5627,0.003620952
1973,F,Deborah,4984,0.003207185
1973,F,Linda,4735,0.003046954
1973,F,Betty,1323,0.000851345
1973,F,Ashley,1253,0.000806301
1973,F,Dorothy,1175,0.000756108
1973,F,abc,1133,0.000729081
1974,F,Jessica,10653,0.006801996
1974,F,Patricia,8040,0.005133582
1974,F,Amanda,7476,0.004773465
1974,F,Deborah,4345,0.002774305
1974,F,Linda,4085,0.002608294
1974,F,Ashley,1626,0.001038209
1974,F,abc,1140,0.000727896
1974,F,Betty,1130,0.000721511
1974,F,Dorothy,1100,0.000702356
1975,F,Jessica,12930,0.008284717
1975,F,Amanda,12653,0.008107234
1975,F,Patricia,7056,0.004521034
1975,F,Linda,3525,0.002258595
1975,F,Deborah,3415,0.002188114
1975,F,Ashley,1988,0.001273783
1975,F,abc,1057,0.000677258
1975,F,Betty,1021,0.000654192
1975,F,Dorothy,975,0.000624718
1976,F,Jessica,18370,0.011686487
1976,F,Amanda,15591,0.009918564
1976,F,Patricia,6017,0.003827849
1976,F,Linda,3141,0.001998217
1976,F,Deborah,2994,0.0019047
1976,F,Ashley,2292,0.001458107
1976,F,Dorothy,983,0.000625357
1976,F,abc,942,0.000599274
1976,F,Betty,908,0.000577645
1977,F,Jessica,24843,0.015103239
1977,F,Amanda,18280,0.011113279
1977,F,Patricia,5907,0.003591146
1977,F,Linda,2909,0.001768519
1977,F,Ashley,2706,0.001645106
1977,F,Deborah,2677,0.001627475
1977,F,abc,992,0.000603084
1977,F,Dorothy,934,0.000567823
1977,F,Betty,807,0.000490614
1978,F,Jessica,26105,0.015881282
1978,F,Amanda,20522,0.012484799
1978,F,Patricia,5498,0.003344773
1978,F,Ashley,3484,0.002119532
1978,F,Linda,2936,0.00178615
1978,F,Deborah,2479,0.001508129
1978,F,abc,922,0.000560909
1978,F,Dorothy,913,0.000555434
1978,F,Betty,715,0.000434979
1979,F,Amanda,31927,0.018529201
1979,F,Jessica,27777,0.016120701
1979,F,Patricia,5651,0.003279623
1979,F,Ashley,4450,0.002582609
1979,F,Linda,2739,0.00158961
1979,F,Deborah,2181,0.001265768
1979,F,Dorothy,889,0.000515941
1979,F,abc,879,0.000510138
1979,F,Betty,711,0.000412637
1980,F,Amanda,35819,0.020120456
1980,F,Jessica,33921,0.019054301
1980,F,Ashley,7296,0.004098351
1980,F,Patricia,5309,0.002982202
1980,F,Linda,2805,0.001575641
1980,F,Deborah,1938,0.001088625
1980,F,abc,909,0.000510609
1980,F,Dorothy,895,0.000502745
1980,F,Betty,658,0.000369616
1981,F,Jessica,42527,0.02378425
1981,F,Amanda,34373,0.019223929
1981,F,Ashley,8877,0.004964676
1981,F,Patricia,5285,0.002955764
1981,F,Linda,2730,0.001526818
1981,F,Deborah,1905,0.001065417
1981,F,abc,896,0.00050111
1981,F,Dorothy,787,0.000440149
1981,F,Betty,662,0.000370239
1982,F,Jessica,45445,0.025056293
1982,F,Amanda,34210,0.018861828
1982,F,Ashley,14851,0.008188162
1982,F,Patricia,5167,0.002848847
1982,F,Linda,2787,0.001536624
1982,F,Deborah,1842,0.001015595
1982,F,abc,875,0.000482435
1982,F,Dorothy,828,0.000456521
1982,F,Betty,635,0.00035011
1983,F,Jessica,45278,0.025307626
1983,F,Amanda,33754,0.018866416
1983,F,Ashley,33290,0.018607069
1983,F,Patricia,4922,0.002751096
1983,F,Linda,2473,0.001382255
1983,F,Deborah,1605,0.000897097
1983,F,abc,844,0.000471744
1983,F,Dorothy,759,0.000424234
1983,F,Betty,563,0.000314682
1984,F,Jessica,45851,0.025436305
1984,F,Ashley,38759,0.021501946
1984,F,Amanda,33906,0.018809696
1984,F,Patricia,4475,0.002482551
1984,F,Linda,2334,0.00129481
1984,F,Deborah,1468,0.000814388
1984,F,abc,859,0.000476539
1984,F,Dorothy,682,0.000378346
1984,F,Betty,503,0.000279044
1985,F,Jessica,48343,0.026193479
1985,F,Ashley,47007,0.0254696
1985,F,Amanda,39050,0.021158293
1985,F,Patricia,4398,0.002382949
1985,F,Linda,2113,0.001144878
1985,F,Deborah,1401,0.000759098
1985,F,abc,809,0.000438337
1985,F,Dorothy,719,0.000389573
1985,F,Betty,502,0.000271996
1986,F,Jessica,52667,0.028549916
1986,F,Ashley,49674,0.026927459
1986,F,Amanda,40522,0.021966311
1986,F,Patricia,4246,0.002301687
1986,F,Linda,1951,0.001057605
1986,F,Deborah,1284,0.000696035
1986,F,abc,766,0.000415236
1986,F,Dorothy,629,0.000340971
1986,F,Betty,407,0.000220628
1987,F,Jessica,55990,0.029884061
1987,F,Ashley,54845,0.02927293
1987,F,Amanda,41786,0.022302829
1987,F,Patricia,3913,0.002088522
1987,F,Linda,1929,0.001029583
1987,F,Deborah,1203,0.000642088
1987,F,abc,815,0.000434997
1987,F,Dorothy,614,0.000327716
1987,F,Betty,435,0.000232177
1988,F,Jessica,51532,0.026807986
1988,F,Ashley,49963,0.025991761
1988,F,Amanda,39451,0.020523206
1988,F,Patricia,3798,0.001975796
1988,F,Linda,1844,0.000959286
1988,F,Deborah,1056,0.000549353
1988,F,abc,775,0.000403171
1988,F,Dorothy,608,0.000316294
1988,F,Betty,395,0.000205487
1989,F,Jessica,47885,0.024041225
1989,F,Ashley,47585,0.023890607
1989,F,Amanda,36827,0.018489427
1989,F,Patricia,3606,0.001810435
1989,F,Linda,1844,0.000925802
1989,F,Deborah,1076,0.000540218
1989,F,abc,857,0.000430267
1989,F,Dorothy,620,0.000311278
1989,F,Betty,399,0.000200323
1990,F,Jessica,46470,0.022627431
1990,F,Ashley,45553,0.02218092
1990,F,Amanda,34405,0.016752674
1990,F,Patricia,3578,0.00174222
1990,F,Linda,1658,0.000807323
1990,F,Deborah,1094,0.000532697
1990,F,abc,861,0.000419243
1990,F,Dorothy,596,0.000290208
1990,F,Betty,406,0.000197692
1991,F,Ashley,43482,0.021388328
1991,F,Jessica,43394,0.021345042
1991,F,Amanda,28887,0.014209204
1991,F,Patricia,3418,0.001681277
1991,F,Linda,1608,0.000790958
1991,F,Deborah,1014,0.000498776
1991,F,abc,773,0.00038023
1991,F,Dorothy,498,0.000244961
1991,F,Betty,345,0.000169702
1992,F,Ashley,38452,0.019186035
1992,F,Jessica,38352,0.019136139
1992,F,Amanda,25034,0.012490981
1992,F,Patricia,2951,0.001472433
1992,F,Linda,1580,0.000788358
1992,F,Deborah,919,0.000458545
1992,F,abc,827,0.00041264
1992,F,Dorothy,508,0.000253472
1992,F,Betty,296,0.000147692
1993,F,Jessica,34987,0.017750627
1993,F,Ashley,34847,0.017679598
1993,F,Amanda,20809,0.01055743
1993,F,Patricia,2660,0.001349549
1993,F,Linda,1487,0.000754428
1993,F,abc,868,0.000440379
1993,F,Deborah,797,0.000404357
1993,F,Dorothy,476,0.000241498
1993,F,Betty,292,0.000148146
1994,F,Jessica,32117,0.016479764
1994,F,Ashley,30278,0.015536143
1994,F,Amanda,18715,0.009602976
1994,F,Patricia,2363,0.001212494
1994,F,Linda,1281,0.000657302
1994,F,abc,848,0.000435123
1994,F,Deborah,740,0.000379706
1994,F,Dorothy,442,0.000226798
1994,F,Betty,275,0.000141107
1995,F,Jessica,27935,0.01454164
1995,F,Ashley,26603,0.013848264
1995,F,Amanda,16345,0.008508434
1995,F,Patricia,2160,0.001124394
1995,F,Linda,1233,0.000641842
1995,F,abc,837,0.000435703
1995,F,Deborah,660,0.000343565
1995,F,Dorothy,376,0.000195728
1995,F,Betty,234,0.000121809
1996,F,Jessica,24192,0.012621838
1996,F,Ashley,23676,0.012352623
1996,F,Amanda,13973,0.007290218
1996,F,Patricia,1970,0.00102782
1996,F,Linda,987,0.000514953
1996,F,abc,900,0.000469562
1996,F,Deborah,633,0.000330259
1996,F,Dorothy,350,0.000182608
1996,F,Betty,217,0.000113217
1997,F,Jessica,21043,0.011025584
1997,F,Ashley,20895,0.010948039
1997,F,Amanda,12239,0.006412685
1997,F,Patricia,1781,0.000933164
1997,F,Linda,1095,0.000573731
1997,F,abc,812,0.000425451
1997,F,Deborah,638,0.000334283
1997,F,Dorothy,315,0.000165046
1997,F,Betty,189,9.90E-05
1998,F,Ashley,19871,0.010254936
1998,F,Jessica,18233,0.009409604
1998,F,Amanda,10908,0.005629351
1998,F,Patricia,1704,0.000879393
1998,F,Linda,970,0.000500593
1998,F,abc,832,0.000429375
1998,F,Deborah,553,0.00028539
1998,F,Dorothy,312,0.000161016
1998,F,Betty,194,0.000100119
1999,F,Ashley,18132,0.009318379
1999,F,Jessica,16346,0.00840052
1999,F,Amanda,9741,0.005006085
1999,F,Patricia,1532,0.000787324
1999,F,Linda,898,0.000461499
1999,F,abc,841,0.000432206
1999,F,Deborah,524,0.000269294
1999,F,Dorothy,335,0.000172163
1999,F,Betty,182,9.35E-05
2000,F,Ashley,17997,0.009023491
2000,F,Jessica,15705,0.007874308
2000,F,Amanda,8550,0.004286872
2000,F,Patricia,1392,0.000697933
2000,F,abc,890,0.000446236
2000,F,Linda,849,0.000425679
2000,F,Deborah,545,0.000273257
2000,F,Dorothy,312,0.000156433
2000,F,Betty,174,8.72E-05
2001,F,Ashley,16524,0.008347263
2001,F,Jessica,13917,0.007030311
2001,F,Amanda,6963,0.003517429
2001,F,Patricia,1223,0.000617811
2001,F,abc,884,0.000446561
2001,F,Linda,837,0.000422819
2001,F,Deborah,489,0.000247023
2001,F,Dorothy,317,0.000160136
2001,F,Betty,153,7.73E-05
2002,F,Ashley,15339,0.007772265
2002,F,Jessica,11913,0.006036312
2002,F,Amanda,6132,0.003107082
2002,F,Patricia,1113,0.000563957
2002,F,abc,875,0.000443362
2002,F,Linda,769,0.000389652
2002,F,Deborah,474,0.000240176
2002,F,Dorothy,263,0.000133262
2002,F,Betty,127,6.44E-05
2003,F,Ashley,14512,0.007238151
2003,F,Jessica,10445,0.005209653
2003,F,Amanda,5339,0.002662933
2003,F,Patricia,1011,0.000504257
2003,F,abc,783,0.000390537
2003,F,Linda,739,0.000368591
2003,F,Deborah,421,0.000209982
2003,F,Dorothy,291,0.000145142
2003,F,Betty,142,7.08E-05
2004,F,Ashley,14370,0.007127753
2004,F,Jessica,9469,0.004696778
2004,F,Amanda,4677,0.002319868
2004,F,Patricia,997,0.000494528
2004,F,abc,860,0.000426574
2004,F,Linda,727,0.000360604
2004,F,Deborah,427,0.000211799
2004,F,Dorothy,288,0.000142853
2004,F,Betty,136,6.75E-05
2005,F,Ashley,13270,0.00654498
2005,F,Jessica,8108,0.003998998
2005,F,Amanda,4088,0.002016268
2005,F,abc,960,0.000473488
2005,F,Patricia,877,0.000432551
2005,F,Linda,745,0.000367446
2005,F,Deborah,425,0.000209617
2005,F,Dorothy,234,0.000115413
2005,F,Betty,132,6.51E-05
2006,F,Ashley,12340,0.005909223
2006,F,Jessica,6809,0.003260608
2006,F,Amanda,3355,0.0016066
2006,F,abc,948,0.000453966
2006,F,Patricia,775,0.000371122
2006,F,Linda,698,0.000334249
2006,F,Deborah,423,0.000202561
2006,F,Dorothy,265,0.0001269
2006,F,Betty,135,6.46E-05
2007,F,Ashley,11423,0.005403741
2007,F,Jessica,5704,0.002698322
2007,F,Amanda,3038,0.00143715
2007,F,abc,931,0.000440417
2007,F,Patricia,725,0.000342967
2007,F,Linda,659,0.000311745
2007,F,Deborah,371,0.000175504
2007,F,Dorothy,262,0.000123941
2007,F,Betty,134,6.34E-05
2008,F,Ashley,9402,0.004520305
2008,F,Jessica,4732,0.002275057
2008,F,Amanda,2439,0.001172625
2008,F,abc,884,0.000425011
2008,F,Patricia,629,0.000302411
2008,F,Linda,611,0.000293757
2008,F,Deborah,355,0.000170677
2008,F,Dorothy,242,0.000116349
2008,F,Betty,137,6.59E-05
2009,F,Ashley,7811,0.003863391
2009,F,Jessica,3793,0.001876052
2009,F,Amanda,1952,0.000965477
2009,F,abc,826,0.000408547
2009,F,Patricia,564,0.000278959
2009,F,Linda,550,0.000272035
2009,F,Deborah,346,0.000171135
2009,F,Dorothy,226,0.000111782
2009,F,Betty,148,7.32E-05
2010,F,Ashley,6306,0.003222521
2010,F,Jessica,3195,0.001632724
2010,F,Amanda,1655,0.000845746
2010,F,abc,703,0.00035925
2010,F,Patricia,479,0.000244781
2010,F,Linda,476,0.000243248
2010,F,Deborah,354,0.000180903
2010,F,Dorothy,240,0.000122646
2010,F,Betty,132,6.75E-05
2011,F,Ashley,5398,0.002792056
2011,F,Jessica,2620,0.001355166
2011,F,Amanda,1409,0.00072879
2011,F,abc,729,0.000377067
2011,F,Linda,488,0.000252413
2011,F,Patricia,427,0.000220861
2011,F,Deborah,332,0.000171723
2011,F,Dorothy,276,0.000142758
2011,F,Betty,167,8.64E-05
2012,F,Ashley,4696,0.002428064
2012,F,Jessica,2327,0.001203174
2012,F,Amanda,1228,0.000634937
2012,F,abc,772,0.000399162
2012,F,Linda,448,0.000231638
2012,F,Patricia,394,0.000203717
2012,F,Deborah,336,0.000173729
2012,F,Dorothy,277,0.000143223
2012,F,Betty,140,7.24E-05
2013,F,Ashley,3936,0.002048983
2013,F,Jessica,1946,0.001013039
2013,F,Amanda,1064,0.000553892
2013,F,abc,738,0.000384184
2013,F,Linda,441,0.000229574
2013,F,Patricia,419,0.000218121
2013,F,Dorothy,334,0.000173872
2013,F,Deborah,329,0.000171269
2013,F,Betty,174,9.06E-05
2014,F,Ashley,3547,0.00182126
2014,F,Jessica,1790,0.000919102
2014,F,Amanda,1048,0.000538111
2014,F,abc,801,0.000411285
2014,F,Linda,470,0.000241328
2014,F,Dorothy,382,0.000196144
2014,F,Patricia,377,0.000193576
2014,F,Deborah,369,0.000189469
2014,F,Betty,193,9.91E-05
2015,F,Ashley,3409,0.001761658
2015,F,Jessica,1577,0.000814941
2015,F,Amanda,1013,0.000523485
2015,F,abc,757,0.000391192
2015,F,Linda,423,0.000218592
2015,F,Dorothy,395,0.000204123
2015,F,Deborah,346,0.000178801
2015,F,Patricia,346,0.000178801
2015,F,Betty,186,9.61E-05
